# Table S1. Information of the strong repeating earthquakes used in this study,,,,,,,,,,
# Pair ID,aRelative relocation,,,,Information of the repeating events,,,,,,Horizontal seperation (m),Azimuth (°) ,bVertical seperationb (m),cOrigin time correction (s),Date ,Time,Latitude (°),Longitude (°),Depth (km),Magnitude
1999056_2013264,252,294,237,0.5559 ,1999/02/25,08:41:17.740,52.228,173.962,33.0,5.1
,,,,,2013/09/21,22:58:22.800,52.279,173.781,25.4,5.1
1999115_2008067,63,219,43,-2.0683 ,1999/04/25,12:27:05.270,36.441,140.473,81.7,5.3
,,,,,2008/03/07,16:54:57.170,36.453,140.612,57.0,5.2
1999115_2016209,131,189,-106,-2.0507 ,1999/04/25,12:27:05.270,36.441,140.473,81.7,5.3
,,,,,2016/07/27,14:47:17.010,36.492,140.758,46.0,5.3
1999150_2006214,282,147,262,-1.0034 ,1999/05/30,04:41:36.280,-5.424,152.411,56.7,5.0
,,,,,2006/08/02,23:44:24.160,-5.463,152.479,37.8,5.0
1999178_2005120,38,236,-324,-1.8544 ,1999/06/27,14:01:39.150,-20.105,-173.692,33.0,5.2
,,,,,2005/04/30,08:28:37.570,-19.990,-173.680,10.0,5.0
1999178_2012235,154,276,-211,2.1800 ,1999/06/27,14:01:39.150,-20.105,-173.692,33.0,5.2
,,,,,2012/08/22,10:13:57.470,-20.038,-173.661,35.0,5.1
1999207_2012060,93,284,9,2.8663 ,1999/07/26,21:22:01.970,49.255,156.275,33.0,5.1
,,,,,2012/02/29,01:22:52.650,49.282,156.200,46.8,5.0
1999213_2009111,227,308,331,2.1717 ,1999/08/01,20:10:54.380,52.303,-173.381,51.1,5.3
,,,,,2009/04/21,08:37:28.080,52.257,-173.436,55.5,5.2
1999232_2011194,59,347,-58,-1.7611 ,1999/08/20,20:19:01.070,-21.417,-174.525,33.0,5.1
,,,,,2011/07/13,07:25:16.160,-21.511,-174.360,10.0,5.2
1999249_2007234,289,264,342,0.3739 ,1999/09/06,03:14:58.270,-7.067,154.727,62.4,5.3
,,,,,2007/08/22,09:34:50.740,-7.042,154.789,49.5,5.0
1999249_2014102,219,242,416,-4.8195 ,1999/09/06,03:14:58.270,-7.067,154.727,62.4,5.3
,,,,,2014/04/12,10:55:41.640,-6.973,154.803,14.1,5.0
1999249_2014116,235,232,211,-1.5011 ,1999/09/06,03:14:58.270,-7.067,154.727,62.4,5.3
,,,,,2014/04/26,16:03:50.510,-7.001,154.813,35.6,5.0
1999262_2006352,252,253,405,5.3393 ,1999/09/19,19:59:24.050,-6.816,154.609,33.0,5.3
,,,,,2006/12/18,23:46:16.790,-6.809,154.576,61.9,5.3
1999269_2013305,142,232,92,3.7440 ,1999/09/26,23:38:38.620,44.589,148.204,61.0,5.1
,,,,,2013/11/01,16:30:14.300,44.631,148.180,77.7,5.2
1999275_2010199,423,119,-469,-0.3533 ,1999/10/02,17:14:17.810,24.069,122.434,44.7,5.2
,,,,,2010/07/18,13:03:24.500,24.131,122.470,26.9,5.1
2000029_2014195,131,63,-9,0.0080 ,2000/01/29,08:13:10.730,-8.633,111.137,60.7,5.4
,,,,,2014/07/14,05:05:03.200,-8.819,111.253,52.5,5.5
2000050_2010054,82,251,77,2.0166 ,2000/02/19,19:31:37.360,49.656,155.859,48.2,5.4
,,,,,2010/02/23,10:43:10.260,49.702,155.789,48.4,5.3
2000055_2002233,111,143,-176,-1.9158 ,2000/02/24,13:32:26.280,51.459,-178.379,50.2,5.1
,,,,,2002/08/21,17:11:14.410,51.476,-178.354,33.0,5.1
2000076_2014101,489,183,184,-1.1674 ,2000/03/16,07:11:18.510,-6.956,155.043,33.0,5.0
,,,,,2014/04/11,10:30:28.960,-6.877,155.137,16.1,5.1
2000081_2002013,108,360,-38,-2.9234 ,2000/03/21,22:36:39.780,-5.463,152.106,64.0,5.3
,,,,,2002/01/13,16:23:30.140,-5.422,152.111,38.5,5.1
2000081_2008173,94,254,214,2.5704 ,2000/03/21,22:36:39.780,-5.463,152.106,64.0,5.3
,,,,,2008/06/21,07:28:44.540,-5.396,152.067,70.6,5.1
2000089_2016196,438,277,-496,1.9228 ,2000/03/29,07:47:01.210,-27.958,-176.458,10.0,5.2
,,,,,2016/07/14,02:24:02.360,-27.896,-176.347,10.0,5.1
2000104_2012245,127,69,119,1.8978 ,2000/04/13,13:12:53.780,10.280,126.552,33.0,5.4
,,,,,2012/09/01,00:25:02.670,10.229,126.450,35.0,5.3
2000157_2006075,107,179,-18,-0.2508 ,2000/06/05,17:43:24.020,-7.359,106.664,33.0,5.1
,,,,,2006/03/16,05:43:09.700,-7.366,106.720,20.3,5.0
2000157_2012315,253,250,-481,4.2211 ,2000/06/05,17:43:24.020,-7.359,106.664,33.0,5.1
,,,,,2012/11/10,06:05:27.190,-7.373,106.666,49.5,5.1
2000161_2001045,48,135,-192,-0.0701 ,2000/06/09,06:47:32.180,-5.013,102.723,33.0,5.1
,,,,,2001/02/14,01:39:31.490,-5.023,102.727,33.0,5.2
2000166_2012144,185,67,-300,2.1023 ,2000/06/14,14:11:07.350,46.640,152.587,33.0,5.5
,,,,,2012/05/23,20:25:58.200,46.660,152.557,34.0,5.3
2000166_2015347,63,198,-83,4.8710 ,2000/06/14,14:11:07.350,46.640,152.587,33.0,5.5
,,,,,2015/12/13,01:52:17.690,46.724,152.586,56.7,5.3
2000210_2008136,237,211,-14,1.8792 ,2000/07/28,04:28:08.190,-20.679,-174.082,33.0,5.1
,,,,,2008/05/15,14:06:15.330,-20.839,-174.062,35.0,5.1
2000210_2012319,279,252,209,-1.9772 ,2000/07/28,04:28:08.190,-20.679,-174.082,33.0,5.1
,,,,,2012/11/14,07:41:53.210,-20.739,-174.079,10.0,5.2
2000210_2016348,465,277,283,-5.1189 ,2000/07/28,04:28:08.190,-20.679,-174.082,33.0,5.1
,,,,,2016/12/13,23:51:31.140,-20.612,-173.631,10.0,5.2
2000216_2010271,110,277,-360,-1.4725 ,2000/08/03,17:01:57.700,11.804,143.130,33.0,5.1
,,,,,2010/09/28,03:15:03.030,11.884,143.241,10.9,5.0
2000216_2016123,113,305,-147,-0.8660 ,2000/08/03,17:01:57.700,11.804,143.130,33.0,5.1
,,,,,2016/05/02,05:24:42.170,11.851,143.337,10.0,5.3
2000217_2011175a,500,81,-295,1.9917 ,2000/08/04,03:11:49.970,-12.723,66.171,10.0,5.0
,,,,,2011/06/24,05:12:10.180,-12.715,66.354,10.0,5.1
2000236_2012306,249,357,-260,-3.4971 ,2000/08/23,05:14:06.790,51.298,-179.680,56.3,5.2
